Age,Department,JobRole,Attrition,Attrition_Binary,MonthlyIncome,SalaryBand,YearsAtCompany,TenureBand,OverTime,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,BusinessTravel,MaritalStatus,Gender,JobLevel,NumCompaniesWorked,TotalWorkingYears,YearsInCurrentRole,StockOptionLevel
48,Research & Development,Healthcare Representative,No,0,4240,Mid (3-6K),2,0-2 yrs,No,3,1,3,4,Travel_Rarely,Single,Male,2,2,19,2,0
48,Research & Development,Healthcare Representative,No,0,10999,Very High (10K+),15,10+ yrs,No,3,3,3,2,Travel_Rarely,Single,Male,3,7,27,11,0
41,Research & Development,Manufacturing Director,No,0,5003,Mid (3-6K),2,0-2 yrs,No,3,4,3,2,Travel_Rarely,Single,Female,2,6,8,2,0
39,Research & Development,Manufacturing Director,No,0,12742,Very High (10K+),21,10+ yrs,No,4,4,3,3,Travel_Rarely,Married,Female,4,1,21,6,1
27,Research & Development,Manufacturing Director,No,0,4227,Mid (3-6K),3,3-5 yrs,No,4,1,3,2,Travel_Rarely,Married,Female,2,0,4,2,1
35,Research & Development,Laboratory Technician,No,0,3917,Mid (3-6K),3,3-5 yrs,No,4,2,2,1,Travel_Rarely,Divorced,Male,1,1,3,2,1
42,Sales,Manager,No,0,18303,Very High (10K+),1,0-2 yrs,No,3,4,4,2,Travel_Rarely,Married,Male,5,6,21,0,0
50,Research & Development,Laboratory Technician,No,0,2380,Low (<3K),1,0-2 yrs,No,4,1,3,2,Travel_Rarely,Married,Male,1,4,8,0,0
59,Research & Development,Manufacturing Director,No,0,13726,Very High (10K+),5,3-5 yrs,Yes,4,3,3,1,Travel_Rarely,Single,Female,4,3,30,3,0
37,Research & Development,Healthcare Representative,Yes,1,4777,Mid (3-6K),1,0-2 yrs,No,2,1,1,1,Travel_Rarely,Married,Female,2,5,15,0,0
55,Research & Development,Healthcare Representative,No,0,6385,High (6-10K),8,6-10 yrs,Yes,2,3,3,4,Travel_Frequently,Married,Male,2,3,17,7,2
41,Research & Development,Research Director,No,0,19973,Very High (10K+),21,10+ yrs,No,3,2,3,2,Non-Travel,Divorced,Female,5,1,21,16,2
38,Sales,Sales Executive,No,0,6861,High (6-10K),1,0-2 yrs,Yes,4,2,3,3,Travel_Rarely,Single,Male,2,8,19,0,0
26,Sales,Sales Executive,Yes,1,4969,Mid (3-6K),2,0-2 yrs,No,1,2,3,4,Non-Travel,Single,Male,2,8,7,2,0
52,Sales,Manager,Yes,1,19845,Very High (10K+),32,10+ yrs,No,4,1,3,4,Travel_Rarely,Married,Female,5,1,33,14,1
44,Sales,Sales Executive,No,0,13320,Very High (10K+),12,10+ yrs,Yes,4,4,3,3,Travel_Rarely,Married,Female,4,3,23,11,1
50,Sales,Sales Executive,No,0,6347,High (6-10K),18,10+ yrs,No,3,4,3,1,Non-Travel,Married,Female,2,0,19,7,1
36,Research & Development,Laboratory Technician,Yes,1,2743,Low (<3K),17,10+ yrs,No,1,3,3,3,Travel_Rarely,Single,Female,1,1,18,13,0
39,Research & Development,Manufacturing Director,No,0,10880,Very High (10K+),21,10+ yrs,Yes,1,4,3,3,Travel_Frequently,Single,Female,3,1,21,6,0
33,Sales,Sales Representative,No,0,2342,Low (<3K),2,0-2 yrs,No,4,2,2,4,Non-Travel,Single,Female,1,0,3,2,0
45,Sales,Manager,No,0,17650,Very High (10K+),9,6-10 yrs,No,4,4,4,2,Travel_Rarely,Married,Female,4,3,26,3,1
32,Research & Development,Laboratory Technician,No,0,4025,Mid (3-6K),8,6-10 yrs,No,3,4,3,2,Non-Travel,Single,Female,1,9,10,7,0
34,Sales,Sales Executive,No,0,9725,High (6-10K),15,10+ yrs,No,4,2,2,4,Travel_Rarely,Divorced,Male,2,0,16,1,1
59,Sales,Manager,No,0,11904,Very High (10K+),6,6-10 yrs,Yes,4,2,1,3,Travel_Rarely,Married,Male,3,3,14,4,1
45,Human Resources,Human Resources,No,0,2177,Low (<3K),6,6-10 yrs,No,2,2,3,1,Travel_Rarely,Single,Male,1,1,6,3,0
53,Sales,Sales Executive,No,0,7525,High (6-10K),15,10+ yrs,No,2,3,3,1,Travel_Frequently,Married,Female,3,2,30,7,1
36,Research & Development,Laboratory Technician,Yes,1,4834,Mid (3-6K),1,0-2 yrs,No,3,1,2,2,Travel_Rarely,Divorced,Male,2,7,9,0,1
26,Research & Development,Research Scientist,Yes,1,2042,Low (<3K),3,3-5 yrs,Yes,1,1,3,2,Travel_Frequently,Married,Male,1,6,6,2,1
34,Sales,Sales Representative,No,0,2220,Low (<3K),1,0-2 yrs,Yes,3,3,3,4,Travel_Rarely,Married,Female,1,1,1,1,1
28,Sales,Sales Representative,No,0,1052,Low (<3K),1,0-2 yrs,No,2,4,3,2,Travel_Rarely,Married,Male,1,1,1,0,0
38,Research & Development,Research Scientist,No,0,2821,Low (<3K),2,0-2 yrs,No,3,3,3,1,Travel_Frequently,Married,Male,1,3,8,2,1
50,Research & Development,Research Director,No,0,19237,Very High (10K+),8,6-10 yrs,Yes,3,2,2,4,Travel_Rarely,Married,Male,5,2,29,1,1
37,Research & Development,Healthcare Representative,No,0,4107,Mid (3-6K),4,3-5 yrs,No,2,4,2,1,Travel_Rarely,Single,Female,2,3,8,3,0
40,Sales,Sales Executive,No,0,8396,High (6-10K),7,6-10 yrs,No,1,3,2,2,Travel_Rarely,Married,Male,2,1,8,7,1
26,Research & Development,Research Scientist,No,0,2007,Low (<3K),5,3-5 yrs,No,3,1,3,3,Travel_Frequently,Divorced,Female,1,1,5,3,2
46,Research & Development,Research Director,No,0,19627,Very High (10K+),2,0-2 yrs,No,4,4,3,4,Travel_Rarely,Divorced,Male,5,9,23,2,2
54,Sales,Sales Executive,No,0,10686,Very High (10K+),9,6-10 yrs,No,3,3,3,2,Travel_Rarely,Married,Female,3,6,13,4,1
56,Research & Development,Research Scientist,No,0,2942,Low (<3K),5,3-5 yrs,No,3,1,3,2,Travel_Frequently,Married,Female,1,2,18,4,1
36,Research & Development,Manufacturing Director,No,0,8858,High (6-10K),14,10+ yrs,No,4,4,2,2,Travel_Rarely,Single,Female,3,0,15,8,0
55,Research & Development,Manager,No,0,16756,Very High (10K+),9,6-10 yrs,No,1,3,4,2,Non-Travel,Single,Male,4,7,31,7,0
43,Sales,Sales Executive,No,0,10798,Very High (10K+),1,0-2 yrs,No,4,3,3,3,Travel_Rarely,Divorced,Male,3,5,18,0,1
20,Sales,Sales Representative,Yes,1,2323,Low (<3K),2,0-2 yrs,Yes,4,4,3,2,Travel_Frequently,Single,Female,1,1,2,2,0
21,Research & Development,Laboratory Technician,Yes,1,1416,Low (<3K),1,0-2 yrs,No,1,3,2,1,Travel_Rarely,Single,Female,1,1,1,0,0
46,Research & Development,Research Scientist,No,0,4615,Mid (3-6K),16,10+ yrs,Yes,1,4,3,1,Travel_Rarely,Divorced,Female,2,8,19,13,3
51,Research & Development,Research Scientist,Yes,1,2461,Low (<3K),10,6-10 yrs,Yes,3,1,4,3,Travel_Rarely,Married,Male,1,9,18,0,3
28,Research & Development,Healthcare Representative,Yes,1,8722,High (6-10K),10,6-10 yrs,No,1,2,2,1,Non-Travel,Single,Male,3,1,10,7,0
26,Research & Development,Laboratory Technician,No,0,3955,Mid (3-6K),5,3-5 yrs,No,1,1,3,1,Travel_Rarely,Married,Male,1,1,6,3,2
30,Research & Development,Manufacturing Director,No,0,9957,High (6-10K),6,6-10 yrs,No,1,3,2,3,Travel_Rarely,Married,Male,2,0,7,2,1
41,Research & Development,Research Scientist,No,0,3376,Mid (3-6K),10,6-10 yrs,No,3,2,3,3,Travel_Rarely,Married,Female,1,1,10,6,0
38,Research & Development,Healthcare Representative,No,0,8823,High (6-10K),19,10+ yrs,No,3,3,2,1,Travel_Rarely,Married,Female,3,0,20,9,1
40,Research & Development,Healthcare Representative,No,0,10322,Very High (10K+),11,10+ yrs,No,4,1,3,4,Travel_Rarely,Married,Male,3,4,14,10,1
27,Research & Development,Laboratory Technician,No,0,4621,Mid (3-6K),3,3-5 yrs,No,3,1,3,4,Non-Travel,Married,Male,1,1,3,2,3
55,Research & Development,Manufacturing Director,No,0,10976,Very High (10K+),3,3-5 yrs,No,2,4,3,2,Travel_Frequently,Married,Male,3,3,23,2,1
28,Research & Development,Research Scientist,No,0,3660,Mid (3-6K),8,6-10 yrs,No,3,3,4,4,Travel_Rarely,Single,Female,2,3,10,7,0
44,Human Resources,Human Resources,Yes,1,10482,Very High (10K+),20,10+ yrs,No,1,2,3,4,Travel_Rarely,Married,Male,3,9,24,6,1
33,Research & Development,Healthcare Representative,No,0,7119,High (6-10K),3,3-5 yrs,No,4,4,3,3,Travel_Rarely,Divorced,Male,3,4,9,2,1
35,Sales,Sales Executive,Yes,1,9582,High (6-10K),8,6-10 yrs,Yes,1,4,3,1,Travel_Rarely,Single,Male,3,0,9,7,0
33,Research & Development,Research Scientist,Yes,1,4508,Mid (3-6K),13,10+ yrs,No,3,1,3,2,Travel_Frequently,Single,Female,2,1,14,7,0
28,Research & Development,Laboratory Technician,No,0,2207,Low (<3K),4,3-5 yrs,No,3,1,2,4,Travel_Rarely,Divorced,Male,1,1,4,2,1
34,Research & Development,Healthcare Representative,No,0,7756,High (6-10K),6,6-10 yrs,No,4,1,2,3,Travel_Frequently,Single,Male,2,0,7,2,0
37,Sales,Sales Executive,No,0,6694,High (6-10K),1,0-2 yrs,Yes,4,4,3,3,Travel_Rarely,Divorced,Female,2,2,8,0,3
25,Research & Development,Laboratory Technician,Yes,1,3691,Mid (3-6K),7,6-10 yrs,Yes,4,4,4,2,Travel_Rarely,Married,Male,1,1,7,7,1
26,Research & Development,Laboratory Technician,Yes,1,2377,Low (<3K),1,0-2 yrs,No,3,1,2,3,Travel_Rarely,Divorced,Male,1,1,1,1,1
33,Research & Development,Research Scientist,Yes,1,2313,Low (<3K),2,0-2 yrs,Yes,2,1,3,2,Travel_Rarely,Single,Male,1,4,5,2,0
42,Research & Development,Manager,No,0,17665,Very High (10K+),22,10+ yrs,No,1,4,3,4,Travel_Rarely,Married,Male,4,0,23,6,1
28,Research & Development,Laboratory Technician,Yes,1,2596,Low (<3K),1,0-2 yrs,No,2,1,3,1,Travel_Frequently,Divorced,Male,1,1,1,0,2
50,Sales,Sales Executive,Yes,1,4728,Mid (3-6K),0,0-2 yrs,Yes,3,4,3,4,Travel_Frequently,Single,Male,2,3,5,0,0
33,Sales,Sales Executive,No,0,4302,Mid (3-6K),3,3-5 yrs,No,2,4,3,3,Travel_Frequently,Married,Female,2,0,4,2,1
34,Research & Development,Research Scientist,No,0,2979,Low (<3K),0,0-2 yrs,No,4,3,3,4,Non-Travel,Married,Male,1,3,6,0,3
48,Research & Development,Manager,No,0,16885,Very High (10K+),5,3-5 yrs,No,4,1,2,3,Non-Travel,Single,Male,4,2,27,4,0
45,Sales,Sales Executive,No,0,5593,Mid (3-6K),15,10+ yrs,No,3,2,3,4,Non-Travel,Married,Female,2,1,15,10,1
52,Research & Development,Healthcare Representative,No,0,10445,Very High (10K+),8,6-10 yrs,No,2,2,3,4,Travel_Rarely,Single,Male,3,7,18,6,0
38,Sales,Sales Executive,No,0,8740,High (6-10K),8,6-10 yrs,Yes,3,3,3,2,Travel_Rarely,Divorced,Male,3,0,9,7,2
29,Research & Development,Research Scientist,No,0,2514,Low (<3K),7,6-10 yrs,No,4,3,3,1,Travel_Rarely,Divorced,Female,1,4,11,5,1
28,Research & Development,Manufacturing Director,No,0,7655,High (6-10K),9,6-10 yrs,No,2,4,2,2,Travel_Rarely,Divorced,Female,3,0,10,7,3
46,Sales,Manager,No,0,17465,Very High (10K+),12,10+ yrs,No,3,1,3,4,Travel_Rarely,Married,Male,4,3,23,9,1
38,Sales,Sales Executive,No,0,7351,High (6-10K),1,0-2 yrs,No,2,4,3,3,Travel_Rarely,Single,Male,3,7,10,0,0
43,Research & Development,Manufacturing Director,No,0,10820,Very High (10K+),8,6-10 yrs,No,1,3,3,3,Travel_Frequently,Married,Female,3,8,18,7,1
39,Research & Development,Healthcare Representative,Yes,1,12169,Very High (10K+),18,10+ yrs,No,4,1,3,4,Travel_Frequently,Divorced,Male,4,7,21,7,3
40,Research & Development,Research Director,No,0,19626,Very High (10K+),20,10+ yrs,No,3,3,4,1,Travel_Rarely,Single,Male,5,1,21,7,0
21,Research & Development,Research Scientist,No,0,2070,Low (<3K),2,0-2 yrs,Yes,2,4,4,3,Travel_Rarely,Single,Female,1,1,2,2,0
39,Research & Development,Laboratory Technician,No,0,6782,High (6-10K),5,3-5 yrs,No,2,3,2,3,Non-Travel,Single,Male,2,9,9,4,0
36,Research & Development,Manufacturing Director,No,0,7779,High (6-10K),11,10+ yrs,No,4,1,3,1,Non-Travel,Single,Male,2,2,18,9,0
31,Sales,Sales Representative,No,0,2791,Low (<3K),2,0-2 yrs,No,4,3,3,1,Travel_Frequently,Married,Male,1,0,3,2,1
28,Research & Development,Research Scientist,No,0,3201,Mid (3-6K),5,3-5 yrs,No,2,1,1,1,Travel_Rarely,Married,Male,1,0,6,3,0
35,Sales,Sales Executive,No,0,4968,Mid (3-6K),5,3-5 yrs,No,4,4,3,4,Travel_Frequently,Divorced,Male,2,1,5,2,1
49,Sales,Sales Executive,No,0,13120,Very High (10K+),9,6-10 yrs,No,2,4,3,2,Travel_Rarely,Married,Male,4,6,22,8,1
34,Research & Development,Manufacturing Director,No,0,4033,Mid (3-6K),3,3-5 yrs,No,3,4,2,4,Travel_Frequently,Single,Male,2,2,5,2,0
29,Research & Development,Research Scientist,No,0,3291,Mid (3-6K),7,6-10 yrs,No,2,4,2,4,Travel_Frequently,Divorced,Female,1,0,8,5,2
42,Research & Development,Laboratory Technician,No,0,4272,Mid (3-6K),1,0-2 yrs,No,4,2,3,1,Travel_Rarely,Single,Male,2,4,16,0,0
29,Research & Development,Manufacturing Director,No,0,5056,Mid (3-6K),10,6-10 yrs,Yes,4,2,2,3,Travel_Rarely,Married,Male,2,1,10,7,1
38,Human Resources,Human Resources,No,0,2844,Low (<3K),7,6-10 yrs,No,3,3,4,4,Travel_Rarely,Married,Male,1,1,7,6,1
28,Research & Development,Research Scientist,No,0,2703,Low (<3K),3,3-5 yrs,Yes,3,3,3,4,Travel_Frequently,Divorced,Male,1,1,3,1,1
18,Research & Development,Laboratory Technician,Yes,1,1904,Low (<3K),0,0-2 yrs,No,3,3,3,4,Non-Travel,Single,Male,1,1,0,0,0
33,Sales,Sales Executive,Yes,1,8224,High (6-10K),5,3-5 yrs,Yes,1,1,3,1,Travel_Rarely,Single,Female,2,0,6,2,0
41,Research & Development,Laboratory Technician,No,0,4766,Mid (3-6K),1,0-2 yrs,Yes,4,2,3,1,Travel_Rarely,Married,Male,1,3,6,0,1
31,Research & Development,Laboratory Technician,Yes,1,2610,Low (<3K),2,0-2 yrs,No,3,3,2,3,Travel_Frequently,Married,Male,1,1,2,2,1
37,Research & Development,Healthcare Representative,No,0,5731,Mid (3-6K),6,6-10 yrs,No,4,3,3,3,Travel_Rarely,Divorced,Female,2,7,9,2,2
27,Research & Development,Research Scientist,No,0,2539,Low (<3K),4,3-5 yrs,No,3,4,3,3,Travel_Rarely,Married,Male,1,1,4,2,1
34,Sales,Sales Executive,No,0,5714,Mid (3-6K),6,6-10 yrs,No,3,2,2,1,Travel_Rarely,Married,Female,2,1,6,5,0
35,Human Resources,Human Resources,No,0,4323,Mid (3-6K),5,3-5 yrs,No,3,3,1,2,Travel_Rarely,Single,Male,1,1,6,4,0
29,Sales,Sales Executive,Yes,1,7336,High (6-10K),11,10+ yrs,No,1,4,1,1,Travel_Rarely,Married,Female,3,1,11,8,1
40,Research & Development,Research Director,No,0,13499,Very High (10K+),18,10+ yrs,No,3,2,2,3,Travel_Frequently,Single,Female,3,9,20,7,0
42,Sales,Sales Executive,Yes,1,13758,Very High (10K+),21,10+ yrs,Yes,1,3,2,2,Travel_Frequently,Single,Male,4,0,22,9,0
42,Sales,Sales Executive,No,0,5155,Mid (3-6K),6,6-10 yrs,No,1,2,4,4,Travel_Rarely,Single,Male,2,7,9,4,0
35,Research & Development,Laboratory Technician,No,0,2258,Low (<3K),8,6-10 yrs,No,3,4,3,2,Travel_Rarely,Married,Male,1,6,10,0,1
24,Research & Development,Laboratory Technician,No,0,3597,Mid (3-6K),4,3-5 yrs,No,2,4,3,4,Travel_Rarely,Single,Male,1,8,6,3,0
28,Research & Development,Laboratory Technician,Yes,1,2515,Low (<3K),1,0-2 yrs,Yes,4,3,2,4,Travel_Rarely,Married,Female,1,1,1,1,0
26,Research & Development,Laboratory Technician,No,0,4420,Mid (3-6K),8,6-10 yrs,No,4,1,3,2,Travel_Rarely,Married,Male,1,1,8,7,1
30,Sales,Sales Executive,No,0,6578,High (6-10K),10,6-10 yrs,No,3,3,3,1,Travel_Rarely,Married,Male,2,1,10,3,1
40,Research & Development,Research Scientist,No,0,4422,Mid (3-6K),1,0-2 yrs,Yes,4,3,1,4,Travel_Frequently,Married,Female,2,3,16,1,1
35,Research & Development,Manufacturing Director,No,0,10274,Very High (10K+),7,6-10 yrs,No,2,3,4,2,Travel_Rarely,Divorced,Male,3,2,15,7,1
34,Research & Development,Healthcare Representative,No,0,5343,Mid (3-6K),13,10+ yrs,No,1,4,3,3,Travel_Frequently,Single,Male,2,0,14,9,0
35,Research & Development,Laboratory Technician,No,0,2376,Low (<3K),2,0-2 yrs,No,4,4,4,2,Travel_Frequently,Married,Male,1,1,2,2,1
43,Sales,Sales Executive,Yes,1,5346,Mid (3-6K),4,3-5 yrs,No,3,1,2,2,Travel_Rarely,Single,Female,2,8,7,3,0
32,Sales,Sales Representative,No,0,2827,Low (<3K),1,0-2 yrs,No,1,3,3,3,Non-Travel,Divorced,Female,1,1,1,0,3
56,Research & Development,Manager,No,0,19943,Very High (10K+),5,3-5 yrs,No,1,4,3,4,Travel_Rarely,Divorced,Female,5,4,28,2,1
29,Research & Development,Laboratory Technician,No,0,3131,Mid (3-6K),10,6-10 yrs,No,4,2,3,1,Travel_Rarely,Married,Female,1,1,10,8,1
19,Research & Development,Research Scientist,No,0,2552,Low (<3K),1,0-2 yrs,No,1,3,3,3,Travel_Rarely,Single,Male,1,1,1,1,0
45,Research & Development,Research Scientist,No,0,4477,Mid (3-6K),3,3-5 yrs,Yes,3,1,2,3,Travel_Rarely,Married,Female,1,4,7,2,1
37,Research & Development,Manufacturing Director,No,0,6474,High (6-10K),14,10+ yrs,No,4,4,2,2,Travel_Rarely,Married,Female,2,1,14,8,1
20,Research & Development,Laboratory Technician,No,0,3033,Mid (3-6K),2,0-2 yrs,No,3,1,2,1,Travel_Rarely,Single,Male,1,1,2,2,0
44,Research & Development,Research Scientist,Yes,1,2936,Low (<3K),6,6-10 yrs,Yes,3,3,3,3,Travel_Rarely,Single,Male,1,1,6,4,0
53,Research & Development,Manager,No,0,18606,Very High (10K+),7,6-10 yrs,No,3,4,3,2,Travel_Rarely,Divorced,Female,5,3,26,7,1
29,Research & Development,Research Scientist,No,0,2168,Low (<3K),5,3-5 yrs,Yes,4,2,2,1,Travel_Rarely,Married,Female,1,0,6,4,1
22,Research & Development,Research Scientist,Yes,1,2853,Low (<3K),0,0-2 yrs,Yes,4,3,3,2,Travel_Frequently,Married,Male,1,0,1,0,1
46,Sales,Manager,No,0,17048,Very High (10K+),26,10+ yrs,No,1,3,3,1,Travel_Rarely,Married,Female,4,8,28,15,0
44,Research & Development,Research Scientist,No,0,2290,Low (<3K),0,0-2 yrs,No,3,4,3,4,Non-Travel,Single,Male,1,2,6,0,0
33,Human Resources,Human Resources,No,0,3600,Mid (3-6K),5,3-5 yrs,No,3,2,3,4,Travel_Rarely,Married,Male,1,1,5,4,1
41,Research & Development,Research Scientist,Yes,1,2107,Low (<3K),1,0-2 yrs,No,1,1,1,1,Non-Travel,Divorced,Male,1,6,5,0,1
30,Sales,Sales Executive,No,0,4115,Mid (3-6K),4,3-5 yrs,No,1,3,3,3,Travel_Rarely,Divorced,Male,2,8,8,3,3
40,Sales,Sales Executive,No,0,4327,Mid (3-6K),0,0-2 yrs,No,2,2,3,4,Travel_Frequently,Married,Male,2,5,5,0,3
50,Research & Development,Manager,No,0,17856,Very High (10K+),2,0-2 yrs,No,1,4,3,3,Travel_Frequently,Married,Female,4,2,32,2,1
28,Research & Development,Laboratory Technician,No,0,3196,Mid (3-6K),6,6-10 yrs,No,1,4,3,3,Travel_Rarely,Married,Male,1,1,6,5,3
46,Research & Development,Research Director,No,0,19081,Very High (10K+),4,3-5 yrs,No,2,4,3,1,Travel_Rarely,Married,Male,5,5,25,2,1
35,Sales,Sales Executive,No,0,8966,High (6-10K),7,6-10 yrs,Yes,1,3,3,4,Travel_Rarely,Married,Male,2,3,15,7,3
24,Research & Development,Laboratory Technician,Yes,1,2210,Low (<3K),1,0-2 yrs,No,2,4,1,1,Travel_Rarely,Married,Female,1,1,1,0,1
33,Sales,Sales Executive,No,0,4539,Mid (3-6K),10,6-10 yrs,No,3,2,2,1,Travel_Frequently,Married,Female,2,1,10,7,1
36,Research & Development,Laboratory Technician,No,0,2741,Low (<3K),7,6-10 yrs,No,3,3,3,3,Travel_Rarely,Divorced,Male,1,1,7,7,1
30,Research & Development,Laboratory Technician,No,0,3491,Mid (3-6K),10,6-10 yrs,No,3,3,2,1,Travel_Rarely,Divorced,Male,2,1,10,7,3
44,Research & Development,Research Scientist,No,0,4541,Mid (3-6K),20,10+ yrs,No,4,4,3,2,Travel_Rarely,Single,Male,2,1,20,11,0
20,Sales,Sales Representative,No,0,2678,Low (<3K),2,0-2 yrs,No,4,3,3,4,Travel_Rarely,Single,Male,1,1,2,1,0
46,Research & Development,Manufacturing Director,No,0,7379,High (6-10K),6,6-10 yrs,No,4,4,2,3,Travel_Rarely,Divorced,Male,2,2,12,3,1
42,Human Resources,Human Resources,No,0,6272,High (6-10K),4,3-5 yrs,No,1,4,4,1,Non-Travel,Married,Male,2,7,10,3,1
60,Sales,Sales Executive,No,0,5220,Mid (3-6K),11,10+ yrs,Yes,4,2,3,2,Travel_Rarely,Divorced,Male,2,0,12,7,1
32,Research & Development,Laboratory Technician,No,0,2743,Low (<3K),2,0-2 yrs,No,2,3,3,3,Travel_Frequently,Married,Female,1,1,2,2,1
32,Research & Development,Research Scientist,No,0,4998,Mid (3-6K),8,6-10 yrs,Yes,3,4,3,4,Travel_Frequently,Single,Female,2,4,10,7,0
36,Research & Development,Manufacturing Director,No,0,10252,Very High (10K+),7,6-10 yrs,Yes,1,3,3,3,Travel_Rarely,Divorced,Female,3,2,17,7,1
33,Research & Development,Research Scientist,No,0,2781,Low (<3K),14,10+ yrs,No,4,1,3,2,Travel_Rarely,Married,Male,1,0,15,10,1
40,Sales,Sales Executive,No,0,6852,High (6-10K),5,3-5 yrs,No,2,2,4,2,Travel_Rarely,Divorced,Female,2,7,7,1,1
25,Sales,Sales Executive,No,0,4950,Mid (3-6K),4,3-5 yrs,No,4,3,3,2,Travel_Rarely,Single,Male,2,0,5,3,0
30,Research & Development,Research Scientist,No,0,3579,Mid (3-6K),11,10+ yrs,Yes,2,4,3,1,Travel_Rarely,Married,Male,1,0,12,9,1
42,Research & Development,Research Director,No,0,13191,Very High (10K+),1,0-2 yrs,Yes,1,1,3,3,Travel_Frequently,Married,Female,3,3,20,0,0
35,Sales,Sales Executive,No,0,10377,Very High (10K+),13,10+ yrs,Yes,4,3,2,2,Non-Travel,Married,Female,3,4,16,2,1
27,Research & Development,Research Scientist,No,0,2235,Low (<3K),9,6-10 yrs,Yes,1,1,2,4,Travel_Rarely,Married,Male,1,1,9,7,2
54,Research & Development,Manufacturing Director,No,0,10502,Very High (10K+),5,3-5 yrs,No,3,4,1,1,Travel_Frequently,Divorced,Female,3,7,33,4,1
44,Research & Development,Research Scientist,No,0,2011,Low (<3K),10,6-10 yrs,No,4,1,3,4,Travel_Rarely,Married,Female,1,1,10,5,1
19,Research & Development,Research Scientist,Yes,1,1859,Low (<3K),1,0-2 yrs,Yes,2,1,4,2,Non-Travel,Single,Female,1,1,1,1,0
29,Research & Development,Research Scientist,No,0,3760,Mid (3-6K),3,3-5 yrs,No,4,1,3,1,Travel_Rarely,Divorced,Female,1,1,3,2,3
54,Research & Development,Research Director,No,0,17779,Very High (10K+),10,6-10 yrs,No,4,4,3,1,Travel_Rarely,Married,Male,4,3,36,9,0
31,Research & Development,Healthcare Representative,No,0,6833,High (6-10K),6,6-10 yrs,Yes,1,3,2,4,Travel_Rarely,Married,Male,2,1,6,5,0
31,Research & Development,Healthcare Representative,No,0,6812,High (6-10K),10,6-10 yrs,No,1,3,3,2,Travel_Rarely,Single,Female,2,1,10,9,0
59,Sales,Sales Executive,No,0,5171,Mid (3-6K),6,6-10 yrs,No,4,3,3,4,Travel_Rarely,Single,Female,2,5,13,1,0
43,Research & Development,Research Director,No,0,19740,Very High (10K+),8,6-10 yrs,No,4,3,3,2,Travel_Rarely,Married,Male,5,3,25,7,1
49,Research & Development,Manager,No,0,18711,Very High (10K+),1,0-2 yrs,No,3,1,4,3,Travel_Rarely,Married,Male,5,2,23,0,1
36,Research & Development,Research Scientist,No,0,3692,Mid (3-6K),11,10+ yrs,No,2,3,2,3,Travel_Frequently,Married,Male,1,1,12,10,0
48,Research & Development,Laboratory Technician,No,0,2559,Low (<3K),1,0-2 yrs,No,2,4,2,3,Travel_Rarely,Single,Male,1,5,7,0,0
27,Research & Development,Research Scientist,No,0,2517,Low (<3K),5,3-5 yrs,No,3,1,3,2,Travel_Rarely,Divorced,Male,1,1,5,3,3
29,Research & Development,Healthcare Representative,No,0,6623,High (6-10K),6,6-10 yrs,Yes,4,3,3,2,Travel_Rarely,Divorced,Male,2,1,6,0,2
48,Research & Development,Research Director,No,0,18265,Very High (10K+),1,0-2 yrs,No,4,4,4,3,Travel_Rarely,Single,Male,5,6,25,0,0
29,Research & Development,Research Director,No,0,16124,Very High (10K+),7,6-10 yrs,No,4,4,2,2,Travel_Rarely,Divorced,Female,4,3,9,7,2
34,Research & Development,Research Scientist,No,0,2585,Low (<3K),1,0-2 yrs,No,3,3,2,4,Travel_Rarely,Married,Female,1,0,2,0,0
44,Sales,Manager,No,0,18213,Very High (10K+),22,10+ yrs,No,2,2,3,3,Travel_Rarely,Married,Male,5,7,26,9,1
33,Sales,Sales Executive,No,0,8380,High (6-10K),9,6-10 yrs,Yes,3,4,3,4,Travel_Rarely,Divorced,Male,3,0,10,8,2
19,Research & Development,Research Scientist,No,0,2994,Low (<3K),1,0-2 yrs,Yes,4,2,3,4,Travel_Rarely,Single,Female,1,1,1,0,0
23,Research & Development,Research Scientist,No,0,1223,Low (<3K),1,0-2 yrs,No,3,4,3,4,Travel_Rarely,Married,Male,1,1,1,0,1
25,Sales,Sales Representative,Yes,1,1118,Low (<3K),1,0-2 yrs,Yes,4,3,3,4,Travel_Frequently,Single,Male,1,1,1,0,0
26,Research & Development,Research Scientist,No,0,2875,Low (<3K),8,6-10 yrs,Yes,4,3,2,2,Travel_Rarely,Single,Male,1,1,8,5,0
45,Sales,Manager,Yes,1,18824,Very High (10K+),24,10+ yrs,Yes,2,1,3,1,Travel_Rarely,Single,Female,5,2,26,10,0
55,Research & Development,Healthcare Representative,No,0,13577,Very High (10K+),33,10+ yrs,Yes,2,4,3,4,Non-Travel,Divorced,Male,4,1,34,9,1
21,Research & Development,Laboratory Technician,Yes,1,2625,Low (<3K),2,0-2 yrs,No,3,1,1,3,Travel_Frequently,Single,Female,1,1,2,2,0
46,Sales,Manager,No,0,18789,Very High (10K+),11,10+ yrs,No,2,4,3,3,Travel_Rarely,Married,Female,5,2,26,4,1
34,Sales,Sales Executive,No,0,4538,Mid (3-6K),3,3-5 yrs,Yes,1,3,3,4,Travel_Rarely,Single,Female,2,0,4,2,0
